order_id,category,product_name,price,quantity,order_date,revenue
1059,Home & Garden,West Elm Sofa,269.45,2,2024-02-29 16:32:34,538.9
1060,Clothing,Rolex Submariner,459.26,2,2022-08-01 06:26:05,918.52
1061,Clothing,Rolex Submariner,294.68,1,2024-10-03 17:41:41,294.68
1062,Automotive,Mobil 1 Motor Oil,589.63,1,2024-05-12 04:52:41,589.63
1063,Home & Garden,Ring Doorbell,691.81,1,2023-08-04 20:21:28,691.81
1064,Electronics,Samsung 4K TV,1060.5,3,2015-12-16 05:49:03,3181.5
1065,Electronics,Kindle Paperwhite,460.97,1,2021-05-08 02:54:26,460.97
1066,Home & Garden,West Elm Sofa,692.93,1,2025-02-22 14:02:50,692.93
1067,Home & Garden,Instant Pot Duo,233.79,3,2022-01-14 16:54:30,701.37
1068,Clothing,The North Face Jacket,220.61,4,2022-02-23 09:10:47,882.44
1069,Home & Garden,All-Clad Cookware Set,335.46,5,2018-11-15 17:22:09,1677.3
1070,Books & Media,National Geographic Magazine,195.96,2,2017-07-06 11:59:56,391.92
1071,Health & Beauty,Glossier Boy Brow,163.17,4,2022-04-17 15:47:28,652.68
1072,Clothing,Levi's 501 Jeans,403.02,1,2023-11-10 23:16:52,403.02
1073,Automotive,Michelin Tires,236.63,5,2018-02-06 12:12:50,1183.15
1074,Automotive,Pioneer Car Stereo,634.9,3,2024-02-03 16:24:28,1904.7
1075,Home & Garden,Roomba i7+,460.66,1,2022-08-04 12:20:32,460.66
1076,Electronics,Samsung 4K TV,368.52,2,2020-02-21 00:46:11,737.04
1077,Sports & Outdoors,Trek Mountain Bike,385.32,5,2021-07-04 09:56:37,1926.6
1078,Home & Garden,Nest Thermostat,304.24,2,2021-09-01 08:15:42,608.48
1079,Electronics,iPad Pro,286.41,2,2025-08-17 09:00:38,572.82
1080,Books & Media,PlayStation Game,131.58,1,2020-08-27 10:16:25,131.58
1081,Home & Garden,Nest Thermostat,546.72,5,2023-06-02 01:23:34,2733.6
1082,Electronics,iPad Pro,1246.64,5,2018-04-11 23:41:34,6233.2
1083,Automotive,Garmin Dash Cam,779.48,3,2022-12-28 00:10:37,2338.44
1084,Health & Beauty,Sephora Makeup Brush Set,119.47,1,2017-02-27 12:22:10,119.47
1085,Clothing,Calvin Klein Underwear,125.69,3,2020-10-08 08:33:08,377.07
1086,Health & Beauty,Glossier Boy Brow,125.81,4,2020-06-05 09:47:29,503.24
1087,Sports & Outdoors,Bowflex Dumbbells,520.43,3,2025-10-18 22:09:50,1561.29
1088,Books & Media,Apple Music,85.73,1,2016-03-16 11:25:41,85.73
1089,Clothing,Gucci Belt,128.79,2,2017-03-05 10:27:45,257.58
1090,Clothing,Levi's 501 Jeans,207.57,1,2016-11-24 07:45:19,207.57
1091,Sports & Outdoors,Coleman Camping Tent,51.22,4,2024-09-22 20:19:15,204.88
1092,Automotive,Bosch Car Battery,151.6,1,2017-03-31 19:45:01,151.6
1093,Health & Beauty,Foreo Luna Cleaner,178.47,2,2019-09-19 02:23:00,356.94
1094,Clothing,Gucci Belt,152.83,1,2018-01-17 15:48:18,152.83
1095,Books & Media,Coursera Course,38.27,1,2021-11-19 06:21:58,38.27
1096,Automotive,AutoZone Gift Card,410.49,5,2023-10-05 23:17:04,2052.45
1097,Automotive,Covercraft Car Cover,1123.78,5,2018-02-10 12:08:19,5618.9
1098,Health & Beauty,MAC Lipstick,45.28,5,2025-05-29 09:48:22,226.4
1099,Sports & Outdoors,Coleman Camping Tent,391.08,2,2021-09-20 03:49:58,782.16
1100,Sports & Outdoors,Coleman Camping Tent,151.73,1,2023-05-01 13:19:44,151.73
1101,Home & Garden,Nest Thermostat,344.46,1,2020-12-23 06:25:07,344.46
1102,Electronics,iPhone 15 Pro,1070.47,1,2021-08-30 18:10:47,1070.47
1103,Home & Garden,Philips Hue Lights,439.7,5,2023-12-06 07:44:31,2198.5
1104,Home & Garden,Dyson V15 Vacuum,618.55,2,2019-09-30 15:40:55,1237.1
1105,Automotive,Michelin Tires,671.41,2,2022-10-26 08:50:45,1342.82
1106,Books & Media,Netflix Subscription,81.98,1,2022-06-11 14:05:22,81.98
1107,Automotive,Mobil 1 Motor Oil,288.09,1,2022-12-30 15:14:39,288.09
1108,Health & Beauty,Drunk Elephant Moisturizer,109.12,2,2020-08-27 20:25:57,218.24
1109,Health & Beauty,Neutrogena Sunscreen,112.01,2,2022-11-02 15:01:59,224.02
1110,Clothing,Patagonia Fleece,48.21,1,2020-09-27 09:55:30,48.21
1111,Electronics,Kindle Paperwhite,937.92,5,2020-06-10 21:55:33,4689.6
1112,Health & Beauty,Sephora Makeup Brush Set,104.5,3,2016-02-22 10:47:42,313.5
1113,Clothing,Nike Air Max 270,485.31,1,2018-12-23 07:22:02,485.31
1114,Electronics,Sony WH-1000XM5,574.93,5,2015-12-14 21:49:33,2874.65
1115,Clothing,Adidas Ultraboost 22,88.08,5,2019-07-05 11:46:43,440.4
1116,Home & Garden,Ring Doorbell,266.47,5,2022-02-17 17:05:26,1332.35
1117,Sports & Outdoors,Lululemon Yoga Mat,479.03,3,2017-03-06 10:04:41,1437.09
1118,Automotive,Rain-X Windshield Treatment,1143.42,1,2020-05-06 22:14:14,1143.42
1119,Automotive,Mobil 1 Motor Oil,113.52,5,2018-11-26 09:03:22,567.6
1120,Clothing,Columbia Rain Jacket,423.15,4,2016-01-11 07:42:07,1692.6
1121,Electronics,LG OLED TV,1443.63,4,2023-05-08 09:28:02,5774.52
1122,Clothing,Gucci Belt,497.35,2,2023-08-27 10:59:07,994.7
1123,Health & Beauty,Olaplex Hair Treatment,29.66,2,2023-11-09 23:12:00,59.32
1124,Sports & Outdoors,Hydro Flask Water Bottle,577.5,3,2018-07-06 12:11:43,1732.5
1125,Health & Beauty,Neutrogena Sunscreen,19.93,1,2020-02-14 23:04:38,19.93
1126,Sports & Outdoors,Hydro Flask Water Bottle,193.31,3,2016-09-12 14:11:45,579.93
1127,Automotive,Pioneer Car Stereo,284.81,1,2019-10-30 04:07:11,284.81
1128,Health & Beauty,Clinique Cleanser,73.01,1,2020-07-05 13:21:57,73.01
1129,Books & Media,Harry Potter Box Set,82.18,2,2015-12-19 10:03:34,164.36
1130,Electronics,Apple Watch Series 9,1577.78,5,2018-06-14 00:25:03,7888.9
1131,Home & Garden,Le Creuset Dutch Oven,94.35,1,2024-04-26 07:41:59,94.35
1132,Electronics,Kindle Paperwhite,1256.36,1,2016-10-30 08:39:25,1256.36
1133,Home & Garden,IKEA Billy Bookshelf,144.29,1,2017-12-14 19:05:39,144.29
1134,Sports & Outdoors,REI Hiking Boots,203.71,3,2023-04-12 00:50:50,611.13
1135,Health & Beauty,Drunk Elephant Moisturizer,16.01,4,2021-11-27 12:09:07,64.04
1136,Health & Beauty,The Ordinary Serum,59.13,1,2024-01-26 11:50:36,59.13
1137,Health & Beauty,Urban Decay Eyeshadow,117.1,5,2019-01-16 03:46:01,585.5
1138,Books & Media,National Geographic Magazine,111.01,3,2023-10-13 10:25:37,333.03
1139,Home & Garden,All-Clad Cookware Set,669.3,1,2016-12-25 21:57:51,669.3
1140,Books & Media,National Geographic Magazine,92.63,2,2025-01-10 08:28:37,185.26
1141,Home & Garden,Philips Hue Lights,25.56,4,2018-12-20 19:13:19,102.24
1142,Electronics,Apple Watch Series 9,1720.82,2,2021-04-08 15:42:47,3441.64
1143,Health & Beauty,Charlotte Tilbury Lipstick,135.76,4,2019-01-16 17:43:44,543.04
1144,Books & Media,PlayStation Game,102.02,1,2020-08-18 05:36:47,102.02
1145,Home & Garden,Ring Doorbell,521.7,1,2017-06-14 01:07:24,521.7
1146,Books & Media,PlayStation Game,18.0,1,2018-11-07 22:53:32,18.0
1147,Automotive,Michelin Tires,266.43,5,2019-01-27 14:17:19,1332.15
1148,Electronics,iPhone 15 Pro,1163.47,4,2024-02-24 02:57:49,4653.88
1149,Books & Media,Nintendo Game,141.76,2,2016-08-24 22:31:22,283.52
1150,Home & Garden,Instant Pot Duo,494.61,1,2016-01-14 05:53:06,494.61
1151,Clothing,Ray-Ban Aviators,253.33,1,2023-10-11 08:22:54,253.33
1152,Automotive,Pioneer Car Stereo,101.02,4,2022-02-03 05:50:57,404.08
1153,Automotive,Optima Car Battery,98.21,2,2024-10-24 03:38:53,196.42
1154,Electronics,Samsung 4K TV,187.26,2,2017-02-20 04:54:30,374.52
1155,Clothing,Converse Chuck Taylor,62.1,2,2024-11-09 13:23:10,124.2
1156,Sports & Outdoors,REI Hiking Boots,132.01,2,2025-07-05 23:01:50,264.02
1157,Health & Beauty,The Ordinary Serum,116.98,4,2017-08-10 13:45:29,467.92
1158,Automotive,Pioneer Car Stereo,704.58,5,2023-01-29 16:22:56,3522.9
1159,Electronics,MacBook Air M3,1595.3,4,2024-05-25 23:35:12,6381.2
1160,Home & Garden,IKEA Billy Bookshelf,147.59,5,2021-10-22 04:43:03,737.95
1161,Home & Garden,Casper Mattress,793.38,3,2022-02-19 17:10:31,2380.14
1162,Sports & Outdoors,Bowflex Dumbbells,387.28,3,2019-11-28 17:29:36,1161.84
1163,Books & Media,Audible Subscription,46.72,2,2021-12-08 22:42:30,93.44
1164,Sports & Outdoors,Garmin GPS Watch,576.7,1,2016-05-27 07:39:00,576.7
1165,Home & Garden,West Elm Sofa,37.63,1,2020-12-12 12:14:01,37.63
1166,Electronics,Sony WH-1000XM5,1969.57,2,2021-03-03 16:19:58,3939.14
1167,Electronics,LG OLED TV,1652.78,2,2025-03-26 06:34:40,3305.56
1168,Books & Media,Audible Subscription,116.28,1,2017-06-01 19:27:33,116.28
1169,Electronics,Nintendo Switch,743.53,1,2020-04-27 12:14:42,743.53
1170,Home & Garden,Vitamix Blender,476.17,2,2020-03-04 04:11:38,952.34
1171,Automotive,Thule Roof Rack,137.53,4,2025-06-29 23:27:26,550.12
1172,Clothing,Gucci Belt,52.44,3,2024-01-09 06:54:22,157.32
1173,Clothing,The North Face Jacket,415.47,1,2020-12-03 12:13:58,415.47
1174,Electronics,Samsung 4K TV,1626.27,4,2017-02-23 13:44:26,6505.08
1175,Automotive,Michelin Tires,1108.59,3,2021-09-24 21:27:22,3325.77
1176,Automotive,Mobil 1 Motor Oil,517.33,1,2019-09-02 16:56:00,517.33
1177,Health & Beauty,CeraVe Facial Cleanser,171.7,1,2022-04-27 14:56:01,171.7
1178,Electronics,Sony WH-1000XM5,1072.55,3,2024-12-30 22:30:02,3217.65
1179,Books & Media,National Geographic Magazine,68.73,2,2018-06-02 20:48:29,137.46
1180,Electronics,Kindle Paperwhite,1476.58,4,2023-05-24 21:27:10,5906.32
1181,Automotive,Yakima Bike Rack,703.05,1,2019-08-04 22:09:11,703.05
1182,Sports & Outdoors,Wilson Tennis Racket,476.09,1,2018-01-23 07:48:11,476.09
1183,Home & Garden,KitchenAid Stand Mixer,393.79,1,2025-02-20 00:45:18,393.79
1184,Sports & Outdoors,Wilson Tennis Racket,69.35,4,2018-01-12 01:17:54,277.4
1185,Automotive,Garmin Dash Cam,592.68,2,2024-02-11 09:27:50,1185.36
1186,Sports & Outdoors,Hydro Flask Water Bottle,351.37,2,2019-12-08 14:59:23,702.74
1187,Electronics,Sony WH-1000XM5,1564.71,3,2025-08-12 04:24:33,4694.13
1188,Electronics,Samsung Galaxy S24,1359.91,4,2022-01-10 15:00:12,5439.64
1189,Home & Garden,Instant Pot Duo,273.57,1,2020-12-31 00:13:31,273.57
1190,Clothing,Calvin Klein Underwear,313.87,5,2018-04-18 00:22:16,1569.35
1191,Sports & Outdoors,Peloton Bike,556.04,2,2019-03-18 17:33:39,1112.08
1192,Health & Beauty,Rare Beauty Blush,41.33,1,2017-09-22 04:25:54,41.33
1193,Health & Beauty,Fenty Beauty Foundation,57.69,1,2020-09-15 13:03:14,57.69
1194,Electronics,AirPods Pro,1402.9,1,2021-01-01 20:50:41,1402.9
1195,Sports & Outdoors,Garmin GPS Watch,33.19,2,2024-12-18 23:31:58,66.38
1196,Clothing,Champion Hoodie,280.02,2,2025-02-24 01:20:21,560.04
1197,Sports & Outdoors,North Face Sleeping Bag,443.36,1,2016-02-16 04:38:15,443.36
1198,Sports & Outdoors,North Face Sleeping Bag,545.5,1,2020-02-28 06:45:18,545.5
1199,Clothing,Nike Air Max 270,152.75,2,2016-09-18 18:59:23,305.5
1200,Sports & Outdoors,Hydro Flask Water Bottle,568.2,1,2022-06-04 21:18:31,568.2
1201,Health & Beauty,Glossier Boy Brow,136.64,3,2017-08-25 08:16:52,409.92
1202,Electronics,Sony WH-1000XM5,1741.45,4,2019-09-30 08:42:22,6965.8
1203,Sports & Outdoors,Coleman Camping Tent,586.43,1,2021-03-07 02:32:51,586.43
1204,Sports & Outdoors,Trek Mountain Bike,366.32,1,2018-12-26 06:55:10,366.32
1205,Clothing,Converse Chuck Taylor,483.89,1,2016-06-27 22:39:05,483.89
1206,Clothing,Columbia Rain Jacket,271.77,3,2024-02-24 06:25:30,815.31
1207,Sports & Outdoors,Lululemon Yoga Mat,111.06,3,2021-10-19 15:25:36,333.18
1208,Home & Garden,IKEA Billy Bookshelf,259.3,2,2016-11-13 05:54:00,518.6
1209,Health & Beauty,Glossier Boy Brow,177.19,1,2025-04-03 04:53:50,177.19
1210,Home & Garden,Instant Pot Duo,142.57,4,2018-02-23 20:08:23,570.28
1211,Electronics,Samsung 4K TV,795.3,2,2022-11-30 03:36:06,1590.6
1212,Clothing,Vans Old Skool,89.08,2,2021-06-01 00:50:35,178.16
1213,Sports & Outdoors,Coleman Camping Tent,96.43,1,2025-09-12 07:55:20,96.43
1214,Books & Media,PlayStation Game,161.02,1,2021-01-25 23:31:26,161.02
1215,Health & Beauty,Neutrogena Sunscreen,180.94,1,2023-02-17 06:10:45,180.94
1216,Automotive,Garmin Dash Cam,797.79,1,2021-03-19 18:48:37,797.79
1217,Electronics,PlayStation 5,1089.28,1,2018-12-12 02:34:38,1089.28
1218,Home & Garden,All-Clad Cookware Set,706.72,1,2021-03-27 04:27:33,706.72
1219,Sports & Outdoors,Fitbit Charge 5,195.94,2,2018-05-26 03:49:18,391.88
1220,Automotive,WeatherTech Floor Mats,154.92,1,2016-04-04 17:18:17,154.92
1221,Automotive,Yakima Bike Rack,751.83,2,2019-10-06 15:54:47,1503.66
1222,Clothing,Ray-Ban Aviators,27.65,1,2023-12-03 10:25:06,27.65
1223,Clothing,Converse Chuck Taylor,425.38,5,2022-03-05 15:12:41,2126.9
1224,Clothing,Patagonia Fleece,202.92,5,2018-02-25 09:43:40,1014.6
1225,Clothing,Champion Hoodie,124.74,4,2016-01-26 05:25:53,498.96
1226,Home & Garden,Ring Doorbell,197.48,2,2019-04-18 00:51:22,394.96
1227,Electronics,MacBook Air M3,1857.85,5,2024-02-24 07:55:25,9289.25
1228,Health & Beauty,Rare Beauty Blush,174.95,2,2023-02-01 16:04:06,349.9
1229,Sports & Outdoors,Bowflex Dumbbells,44.26,4,2021-02-19 04:59:58,177.04
1230,Sports & Outdoors,North Face Sleeping Bag,564.7,1,2024-09-02 03:09:51,564.7
1231,Electronics,Nintendo Switch,940.96,1,2019-12-29 19:00:43,940.96
1232,Books & Media,Audible Subscription,82.14,1,2025-04-20 08:44:13,82.14
1233,Sports & Outdoors,Coleman Camping Tent,463.79,1,2019-01-16 14:52:44,463.79
1234,Home & Garden,Philips Hue Lights,333.48,2,2020-09-04 13:01:03,666.96
1235,Sports & Outdoors,Patagonia Backpack,265.03,1,2024-08-10 06:26:43,265.03
1236,Clothing,The North Face Jacket,417.5,5,2017-05-08 21:51:16,2087.5
1237,Health & Beauty,MAC Lipstick,33.28,1,2022-07-02 08:42:04,33.28
1238,Sports & Outdoors,Spalding Basketball,281.51,1,2023-07-14 00:07:06,281.51
1239,Books & Media,MasterClass Subscription,143.96,2,2023-07-20 05:37:06,287.92
1240,Electronics,Sony WH-1000XM5,681.95,1,2017-11-30 14:35:33,681.95
1241,Electronics,Samsung Galaxy S24,1427.14,3,2017-04-07 00:10:40,4281.42
1242,Books & Media,Steam Gift Card,79.9,1,2022-04-03 22:59:38,79.9
1243,Books & Media,Netflix Subscription,13.56,1,2021-07-07 17:58:04,13.56
1244,Books & Media,Coursera Course,133.61,1,2018-07-28 08:02:28,133.61
1245,Automotive,Garmin Dash Cam,239.27,1,2022-12-14 02:54:02,239.27
1246,Home & Garden,Roomba i7+,590.88,5,2020-09-22 08:25:06,2954.4
1247,Health & Beauty,The Ordinary Serum,34.1,1,2019-04-07 09:46:57,34.1
1248,Electronics,Apple Watch Series 9,1542.52,1,2023-08-13 20:05:38,1542.52
1249,Sports & Outdoors,Trek Mountain Bike,309.21,1,2024-03-17 05:26:45,309.21
1250,Clothing,Champion Hoodie,300.6,5,2023-07-14 08:43:51,1503.0
1251,Sports & Outdoors,Garmin GPS Watch,66.05,1,2019-12-23 12:36:58,66.05
1252,Books & Media,Microsoft Office 365,125.85,2,2016-08-23 21:38:39,251.7
1253,Clothing,Levi's 501 Jeans,41.71,3,2016-06-09 02:35:02,125.13
1254,Clothing,Patagonia Fleece,30.73,2,2021-06-12 09:12:26,61.46
1255,Electronics,iPhone 15 Pro,262.33,1,2018-07-23 10:23:46,262.33
1256,Health & Beauty,Glossier Boy Brow,126.88,1,2023-07-24 07:14:30,126.88
1257,Health & Beauty,Sephora Makeup Brush Set,79.72,1,2017-05-25 14:20:29,79.72
1258,Automotive,Thule Roof Rack,407.7,4,2016-12-18 09:31:47,1630.8
1259,Automotive,Mobil 1 Motor Oil,1016.67,1,2020-10-17 12:43:23,1016.67
1260,Sports & Outdoors,Patagonia Backpack,90.77,2,2021-05-31 13:28:39,181.54
1261,Books & Media,Netflix Subscription,107.31,2,2016-10-20 11:27:29,214.62
1262,Electronics,Apple Watch Series 9,1472.97,1,2024-01-16 07:23:43,1472.97
1263,Health & Beauty,Neutrogena Sunscreen,125.7,2,2023-01-29 13:11:34,251.4
1264,Books & Media,Coursera Course,66.72,3,2018-01-07 22:34:08,200.16
1265,Books & Media,Nintendo Game,101.8,5,2024-03-11 05:55:51,509.0
1266,Automotive,Garmin Dash Cam,1063.89,2,2020-10-02 23:03:46,2127.78
1267,Clothing,Nike Air Max 270,72.33,5,2017-10-26 16:42:06,361.65
1268,Health & Beauty,Dyson Hair Dryer,50.98,4,2022-11-09 16:38:02,203.92
1269,Electronics,AirPods Pro,731.82,2,2016-01-03 03:06:50,1463.64
1270,Health & Beauty,Drunk Elephant Moisturizer,141.72,2,2016-12-19 10:47:26,283.44
1271,Home & Garden,Roomba i7+,417.68,3,2015-12-02 00:42:16,1253.04
1272,Electronics,Kindle Paperwhite,699.9,4,2025-06-29 02:04:23,2799.6
1273,Books & Media,Kindle Oasis,167.25,2,2021-06-08 16:17:16,334.5
1274,Automotive,K&N Air Filter,1109.07,5,2023-11-20 08:58:45,5545.35
1275,Automotive,Michelin Tires,785.41,5,2018-06-16 11:13:36,3927.05
1276,Health & Beauty,Urban Decay Eyeshadow,179.71,3,2023-09-06 14:52:45,539.13
1277,Automotive,Armor All Protectant,514.33,1,2024-09-04 18:24:54,514.33
1278,Home & Garden,West Elm Sofa,586.85,3,2025-04-04 16:22:09,1760.55
1279,Books & Media,Kindle Oasis,45.61,3,2021-10-30 02:20:00,136.83
1280,Electronics,MacBook Air M3,596.9,1,2021-08-01 08:25:02,596.9
1281,Sports & Outdoors,Hydro Flask Water Bottle,329.88,1,2025-07-11 21:17:50,329.88
1282,Books & Media,Netflix Subscription,41.54,1,2021-01-21 12:36:04,41.54
1283,Health & Beauty,Dyson Hair Dryer,71.13,1,2020-06-06 22:58:21,71.13
1284,Sports & Outdoors,Yeti Cooler,308.29,2,2022-02-18 20:54:10,616.58
1285,Sports & Outdoors,Trek Mountain Bike,571.42,2,2024-09-29 18:59:38,1142.84
1286,Home & Garden,Ninja Blender,111.98,1,2019-04-02 17:26:34,111.98
1287,Electronics,Nintendo Switch,1036.69,5,2024-04-27 03:50:49,5183.45
1288,Clothing,Champion Hoodie,179.96,5,2024-09-20 15:24:18,899.8
1289,Home & Garden,Le Creuset Dutch Oven,278.69,1,2024-08-05 03:42:24,278.69
1290,Health & Beauty,The Ordinary Serum,50.58,1,2023-08-18 08:19:34,50.58
1291,Sports & Outdoors,Lululemon Yoga Mat,521.59,1,2015-11-19 11:15:08,521.59
1292,Home & Garden,Vitamix Blender,59.12,1,2021-06-25 22:06:52,59.12
1293,Sports & Outdoors,Osprey Hiking Pack,46.76,2,2016-03-12 14:50:33,93.52
1294,Books & Media,Barnes & Noble Gift Card,65.87,2,2021-04-09 19:29:34,131.74
1295,Clothing,Champion Hoodie,153.99,3,2023-04-26 22:16:24,461.97
1296,Health & Beauty,Charlotte Tilbury Lipstick,63.26,1,2020-06-20 06:02:04,63.26
1297,Electronics,iPhone 15 Pro,1918.68,1,2019-04-30 13:23:41,1918.68
1298,Books & Media,Spotify Premium,112.13,2,2018-03-22 12:49:38,224.26
1299,Health & Beauty,Olaplex Hair Treatment,65.25,2,2018-09-23 04:43:10,130.5
1300,Electronics,Sony WH-1000XM5,1245.86,3,2025-01-03 23:02:38,3737.58
1301,Sports & Outdoors,Peloton Bike,95.44,5,2016-09-02 10:53:23,477.2
1302,Electronics,iPad Pro,154.91,4,2022-06-25 05:12:26,619.64
1303,Clothing,Gucci Belt,304.12,5,2021-11-11 16:53:06,1520.6
1304,Home & Garden,Nest Thermostat,658.52,1,2023-09-26 15:52:11,658.52
1305,Books & Media,National Geographic Magazine,23.12,5,2017-06-20 07:15:11,115.6
1306,Sports & Outdoors,Wilson Tennis Racket,417.0,5,2023-10-26 19:13:49,2085.0
1307,Clothing,Champion Hoodie,84.71,2,2021-12-30 07:50:18,169.42
1308,Sports & Outdoors,Patagonia Backpack,425.78,3,2021-05-03 22:13:40,1277.34
1309,Sports & Outdoors,Garmin GPS Watch,37.55,5,2017-09-25 09:16:56,187.75
1310,Home & Garden,Philips Hue Lights,382.46,1,2020-08-12 19:36:47,382.46
1311,Automotive,K&N Air Filter,737.2,1,2024-06-15 05:17:17,737.2
1312,Electronics,iPad Pro,1644.23,1,2021-05-10 19:33:35,1644.23
1313,Books & Media,PlayStation Game,18.83,2,2024-11-16 07:07:14,37.66
1314,Sports & Outdoors,Fitbit Charge 5,362.51,2,2019-12-17 04:11:17,725.02
1315,Books & Media,National Geographic Magazine,194.91,4,2016-12-08 09:54:54,779.64
1316,Home & Garden,Instant Pot Duo,655.78,4,2023-03-22 02:59:40,2623.12
1317,Books & Media,Barnes & Noble Gift Card,71.73,2,2018-10-04 10:43:03,143.46
1318,Health & Beauty,CeraVe Facial Cleanser,26.64,5,2017-10-04 07:24:15,133.2
1319,Books & Media,Nintendo Game,95.27,1,2023-05-22 09:48:01,95.27
1320,Clothing,Under Armour T-Shirt,478.6,1,2017-08-30 15:31:08,478.6
1321,Health & Beauty,Dyson Hair Dryer,124.12,4,2021-05-20 08:59:58,496.48
1322,Sports & Outdoors,Hydro Flask Water Bottle,402.9,1,2019-07-08 02:57:47,402.9
1323,Automotive,Garmin Dash Cam,1068.1,1,2018-04-23 15:36:52,1068.1
1324,Health & Beauty,The Ordinary Serum,97.16,2,2022-06-13 04:46:23,194.32
1325,Books & Media,Nintendo Game,92.2,2,2021-03-14 04:49:02,184.4
1326,Home & Garden,West Elm Sofa,640.62,2,2023-03-18 05:32:14,1281.24
1327,Health & Beauty,Foreo Luna Cleaner,76.72,1,2025-09-22 20:53:22,76.72
1328,Electronics,Apple Watch Series 9,1973.52,4,2017-12-25 12:49:40,7894.08
1329,Automotive,Thule Roof Rack,103.02,1,2015-10-30 04:06:28,103.02
1330,Health & Beauty,MAC Lipstick,166.3,3,2017-09-05 13:44:31,498.9
1331,Automotive,Thule Roof Rack,1042.85,2,2023-02-27 12:25:31,2085.7
1332,Health & Beauty,Sephora Makeup Brush Set,86.12,3,2022-04-29 12:04:06,258.36
1333,Sports & Outdoors,Fitbit Charge 5,272.41,2,2018-10-06 11:08:00,544.82
1334,Sports & Outdoors,Patagonia Backpack,129.17,4,2021-12-10 16:22:03,516.68
1335,Automotive,Mobil 1 Motor Oil,210.49,1,2018-02-05 07:14:53,210.49
1336,Electronics,Samsung Galaxy S24,1314.36,1,2024-02-04 04:30:26,1314.36
1337,Health & Beauty,Clinique Cleanser,195.3,1,2017-04-03 00:16:17,195.3
1338,Clothing,Ray-Ban Aviators,405.88,5,2023-01-21 03:57:04,2029.4
1339,Books & Media,National Geographic Magazine,93.61,4,2025-03-16 06:00:39,374.44
1340,Automotive,Chemical Guys Car Wash,480.12,2,2018-12-22 09:30:40,960.24
1341,Sports & Outdoors,North Face Sleeping Bag,24.31,5,2019-11-04 01:03:25,121.55
1342,Health & Beauty,MAC Lipstick,62.62,3,2016-05-19 20:32:21,187.86
1343,Electronics,Apple Watch Series 9,992.37,3,2017-09-27 02:38:14,2977.11
1344,Books & Media,Apple Music,192.54,1,2018-03-25 19:57:49,192.54
1345,Health & Beauty,Neutrogena Sunscreen,110.96,2,2023-09-21 22:40:27,221.92
1346,Books & Media,Harry Potter Box Set,107.05,1,2019-12-26 17:53:10,107.05
1347,Sports & Outdoors,Hydro Flask Water Bottle,450.18,1,2024-12-26 09:15:34,450.18
1348,Automotive,Yakima Bike Rack,395.62,1,2021-08-28 15:39:44,395.62
1349,Books & Media,Barnes & Noble Gift Card,7.1,5,2024-07-14 12:12:26,35.5
1350,Sports & Outdoors,North Face Sleeping Bag,445.61,4,2021-10-25 20:46:25,1782.44
1351,Automotive,Thule Roof Rack,368.37,1,2020-12-26 08:40:26,368.37
1352,Health & Beauty,Olaplex Hair Treatment,117.98,1,2023-11-12 01:09:24,117.98
1353,Books & Media,National Geographic Magazine,116.71,2,2016-04-11 13:19:45,233.42
1354,Home & Garden,Philips Hue Lights,88.95,1,2020-07-16 10:09:34,88.95
1355,Home & Garden,Ninja Blender,502.24,2,2020-03-08 14:21:31,1004.48
1356,Electronics,Samsung 4K TV,267.52,1,2018-05-21 01:19:10,267.52
1357,Health & Beauty,Urban Decay Eyeshadow,81.52,1,2020-04-04 07:09:09,81.52
1358,Automotive,Optima Car Battery,306.35,1,2024-10-14 00:16:10,306.35
1359,Automotive,Michelin Tires,431.13,1,2018-04-13 08:47:15,431.13
1360,Books & Media,MasterClass Subscription,165.24,5,2022-11-02 21:35:39,826.2
1361,Automotive,Mobil 1 Motor Oil,308.4,5,2018-08-29 09:25:54,1542.0
1362,Clothing,Vans Old Skool,371.17,3,2016-09-26 11:59:29,1113.51
1363,Health & Beauty,Glossier Boy Brow,154.03,1,2016-09-15 07:10:16,154.03
1364,Clothing,The North Face Jacket,208.39,2,2023-12-01 08:18:46,416.78
1365,Health & Beauty,Olaplex Hair Treatment,185.42,2,2022-04-10 22:20:36,370.84
1366,Health & Beauty,Neutrogena Sunscreen,85.33,2,2018-04-13 20:39:20,170.66
1367,Books & Media,Coursera Course,89.77,2,2023-06-13 19:19:35,179.54
1368,Sports & Outdoors,Hydro Flask Water Bottle,203.1,1,2017-06-20 22:21:46,203.1
1369,Books & Media,PlayStation Game,74.0,4,2020-06-13 17:59:57,296.0
1370,Home & Garden,Roomba i7+,231.99,1,2020-02-27 13:59:17,231.99
1371,Health & Beauty,Sephora Makeup Brush Set,85.54,2,2019-02-17 03:46:05,171.08
1372,Books & Media,Spotify Premium,137.16,1,2021-02-21 12:31:36,137.16
1373,Books & Media,Kindle Oasis,136.2,1,2016-01-07 06:09:32,136.2
1374,Sports & Outdoors,Yeti Cooler,324.65,5,2021-10-17 04:16:18,1623.25
1375,Clothing,Gucci Belt,152.4,2,2016-05-23 11:01:12,304.8
1376,Electronics,Apple Watch Series 9,229.29,2,2017-11-19 17:00:13,458.58
1377,Health & Beauty,Charlotte Tilbury Lipstick,28.24,1,2022-03-18 01:19:46,28.24
